,Unnamed: 0,sentiment,review,emopattern,emoscore
65652,65652,1,"Having thoroughly enjoyed BATTLESTAR GALACTICA 2004, I wanted to go back and refresh my memory of the 1978 version and watch any of the episodes I had missed. Those hairstyles were not conducive to wearing flight helmets.",spn,0.79125184
1299116,1299116,-1,"Parts of the book annnoyed me soo much that I just wanted to put it down and never look at it again. I felt like just skipping to the end to spare me the pain of reading it. Why did I read it, you ask? Mainly because I'm a huge fan of Charmed so supporting it helps the show. Other then that...Inherit the Witch is not the best book to read.",snnnpn,0.90106076
1889347,1889347,-1,"This was NOT a great musical. It was fun to see all these people when they were young,as I only remember them older here in the states. Maurice was his usual 'speak sing' and Jeanette was learning but great voice. This would not fit the title of 'musical' as we know them today.",snppn,0.68726504
2788915,2788915,1,"This is a very interesting book and well worth reading if you can get your hands on a copy.It isn't an essential vitamin C book/article like some of the big general ones, such as:Clinical Guide to the Use of Vitamin C The Clinical Experiences of Frederick R. Klenner, M.D.Ascorbate: The Science of Vitamin C by Dr. Hickey and Dr. RobertsThe Healing Factor: Vitamin C Against Disease by Irwin StoneVITAMIN C, TITRATING TO BOWEL TOLERANCE, ANASCORBEMIA, AND ACUTE INDUCED SCURVY Robert F. Cathcart, III, M.D.The Ascorbate Effect in Infectious and Autoimmune Diseases by Robert F. Cathcart, M.D.VITAMIN C: The Real Story by Steve Hickey, PhD and Andrew SaulBut it is still a very good book with an intriguing premise.The importance of vitamin C for those with serious diseases, and everyone else, cannot be overstated.Jodi Bassett, The Hummingbirds' Foundation for M.E. (HFME) and Health, Healing & Hummingbirds (HHH)",spp,0.07661984
907346,907346,-1,"Not the best movie he's done, kinda dragged in some parts. The music wasn't really great either but does anyone know who sings the music in the previews on TV? It's a woman, sounds ... uh, african maybe? I don't really know but if someone could tell that be great, thanks!",snnpp,0.7108605
1067138,1067138,-1,"This was just another way for him to be rich and us out of 14 bucks. Everybook has a bit to offer and give you idea's. His book just repeats itself, and his life story's condridict themseleves.He keeps talking about how to be rich, but he doesnt state what he did. Hes' really vague about what he did to make money. he states he likes to buy books and get ideas and formula's to make money. And his book offer NONE....The whole thing is we are part of one of his other formulas to make money..I think the best books are people who truly write to contribute their knowledge, but not thinking about typing something up and seeing if they can make it big...as this book does...if your skeptical buy it, read it, then return it.",snpnnpp,0.25691947
115021,115021,-1,"What was once fresh and interesting about Clancy (red October/sum of all fears) has become stale and hackneyed. There were so many typos and repetitive passages, I am left with the sense that he bypassed the editing stage due to a tight deadline. The technological insights I enjoyed in the past were exaggerated in this tome with out the benefit of a trully riviting storyline to balance it. Lastly, his descriptive treatment of women leads me to conclude that he's been frustrated in his attempts at relationships with them. This book has convinced a longtime Clancy fan (I've read'em all) to seek out greener pastures.",snnnnp,0.95028603
522409,522409,-1,"This book is very frustrating to read; bad grammar, spelling and punctuation! Not worth the price at all!I normally love anything Amish or Lancaster!",snp,0.79613644
2310361,2310361,-1,The book is presented in sections that are in themselves supposed to be complete. The problem is that they jump around for no apparent reason. There is no flow. You are reading about one type of serial killer in one chapter and in the next you are learning about why and how the author's main source of information was educated. Also there were some rather brutal descriptions of killings but at the end of the chapter there is no reason for having included them in the book. In those instances there was not a wrap up to define the type of crime and criminal. It was just gore for gore's sake.I have read other books in this vein and I found this one sadly lacking.,snnnnnnn,0.87124634
2266475,2266475,1,"This is the best album that Fury produced. You may remember one of the tracks from the radio, entitled ""Every Generation Has It's Own Disease"", but that is only the beginning. The band is very adept at matching the tone and pace of their music with the mood and sentiment of the lyrics in front of them, creating songs which tell stories or are just intended to provoke emotion. This is one of those CD's that you can put in the player, hit shuffle, and let the whole thing go.",spnpn,0.1872658
